Club,Club Speed,Attack Angle,Club Path,Low Point,Swing Plane,Swing Direction,Dyn. Loft,Face Angle,Face To Path,Ball Speed,Smash Factor,Launch Angle,Launch Direction,Spin Rate,Spin Axis,Max Height - Dist.,Max Height - Height,Max Height - Side,Last data Point - Length,Last data Point - Side,Last data Point - Height,Last data Point - Time,Carry Flat - Length,Carry Flat - Side,Carry Flat - Land. Angle,Carry Flat - Ball Speed,Carry Flat - Time,Total,Side Total,Curve
Driver,90.92027559,-5.337,-1.593,7.362204724,49.376,-6.19,15.919,-5.019,-3.426,119.8874821,1.3186,11.802,-4.329,4962.48,-5.859,335.8628431,64.87448647,-35.23821163,6.33811675,-0.487942312,1.358937292,0.112449,170.6153194,-21.18623203,37.69122377,53.70874702,5.45453,184.9264503,-23.54428689,-25.04050507
Driver,77.18548676,-1.0,8.6,1.417322835,64.509,7.701,3.05,-8.367,-16.944,90.94555297,1.1783,2.502,-6.056,2120.0,-60.866,33.03368886,0.753158061,-3.997262445,5.963335861,-0.677228645,0.196879483,0.135854,21.65886976,-2.966264714,2.815695881,82.90512014,0.510596,80.57673406,-12.99068703,-2.058663422
Driver,95.39638511,-3.288,2.62,3.858267717,51.907,0.039,14.725,9.692,7.072,132.4013511,1.3879,10.696,8.055,5694.41,27.003,347.6242005,68.44991192,107.9642511,149.3755084,56.45875017,14.81253596,4.34022,171.5066392,68.93372797,40.01943843,51.91347816,5.4534,183.4879043,75.45444314,138.7443627
Driver,66.49293128,-0.035,2.096,0.039370079,69.638,2.083,33.026,8.584,6.489,72.08079814,1.084,26.466,7.062,4780.0,7.882,151.6867936,45.42190493,21.41124657,4.844703625,0.60777991,2.371577757,0.1571512,85.55507917,13.97128516,39.9933039,47.38672938,3.889022696,97.62175278,16.27302484,10.4642024
Driver,82.55413386,-5.75,4.318,6.062992126,55.632,0.369,22.992,1.427,-2.891,114.9223783,1.3921,17.627,2.014,6147.67,-4.385,316.5191741,88.02439613,2.634058472,6.122985542,0.206830159,1.983343026,0.117,160.4503697,-0.774127084,46.31187715,55.53933067,5.859078,168.8591631,-1.034865792,-19.23720532
Driver,86.55153901,0.646,0.863,-0.748031496,52.371,1.361,14.186,4.783,3.92,130.2834198,1.5053,12.62,4.313,2110.0,10.428,363.4189996,55.39793536,38.45366601,6.291272624,0.482105124,1.4066493,0.102447,198.8796195,25.86087307,27.48796545,64.9725145,4.99045,231.5244487,31.91112031,32.87366168
Driver,95.05189692,3.275,4.536,-4.37007874,48.386,7.449,19.774,11.521,6.986,133.9401396,1.4091,17.139,10.334,3810.0,10.911,418.5811991,112.8662937,98.41352853,6.030559213,1.095732677,1.882415643,0.098017,208.7668973,58.28296306,46.64445081,60.87377145,6.771718,222.1008796,62.94118254,64.13009282
Driver,96.00930565,-1.164,-2.717,1.417322835,45.999,-3.842,16.963,-0.588,2.129,133.2762169,1.3882,13.938,-0.96,4030.25,4.245,411.7599998,95.07896563,3.373781128,6.215978527,-0.098469405,1.57566142,0.0998551,205.3052074,4.53870534,43.34223537,58.37925946,6.44482,219.1223262,5.261118479,23.93096531
Driver,89.009932,-1.0,-3.0,1.88976378,42.225,-4.855,15.333,-5.239,-2.141,128.5014764,1.4437,13.007,-4.797,2990.0,-3.456,383.7656036,70.76748236,-38.27084682,5.710569341,-0.493580292,1.328297144,0.09461,198.7032125,-22.09849153,35.6144904,58.37182702,5.722771,220.9083691,-25.08280941,-16.52243474
Driver,101.2526843,-2.198,0.916,2.874015748,48.414,-1.036,14.512,0.412,-0.504,149.3161686,1.4747,12.398,0.478,3136.27,-1.696,491.8971525,99.92016611,-0.461785225,6.153483921,0.049476041,1.381066817,0.0874927,244.8271354,-1.554753802,40.7832226,61.25191321,6.81865,255.8333714,-1.765258006,-10.79144326
Driver,102.6776127,0.1,2.9,-0.196850394,44.502,3.076,17.467,7.758,4.858,143.5529259,1.3981,15.104,7.13,3500.0,4.393,457.5270305,118.492767,67.1606975,5.838573475,0.729525867,1.599549794,0.08753,223.7682524,37.32480984,47.54621414,61.22222182,7.079602,236.8682665,39.91405342,28.95280376
Driver,85.74624195,-4.8,0.4,3.818897638,61.347,-2.765,26.77,0.439,0.065,114.8141106,1.339,20.852,0.344,6737.84,-0.438,312.6774936,104.0157683,1.212357685,4.17951627,0.028978063,1.614166759,0.081087,156.1303734,0.425659978,51.08992244,57.61601708,6.142271,161.2226491,0.427597143,-1.535204464
Driver,97.78319613,1.7,-5.5,-2.086614173,50.584,-4.317,21.372,-10.304,-4.804,127.5205798,1.3041,19.229,-9.446,4250.0,-6.516,383.2077167,118.239708,-77.3377553,5.527592089,-0.948275243,1.954230262,0.095608,189.6498945,-44.26947363,50.17445772,60.73230748,6.738163,199.4473957,-46.93167933,-40.21231247
Driver,101.0043844,0.0,-0.2,0.354330709,48.603,-0.918,15.122,-0.065,0.325,147.3979957,1.4593,13.356,-0.044,2590.0,1.892,477.515894,94.69715678,3.380726138,5.818150672,-0.009041092,1.392549535,0.084057,243.2965452,3.124671946,38.70780089,62.49068717,6.573353,265.6373979,3.710137875,9.934481791
Driver,97.52147459,-1.337,2.602,1.732283465,47.084,1.359,17.131,3.999,1.397,143.2753221,1.4692,14.952,3.826,3110.0,4.206,468.7445433,108.3013565,40.9219914,6.249632423,0.421865714,1.696714948,0.0937026,235.285655,24.26446751,43.03152553,62.00963033,6.87915,244.9524456,25.5459529,25.78280299
Driver,105.0800823,-7.285,-0.421,10.47244094,50.331,-6.507,11.491,-2.199,-1.778,148.3898533,1.4122,7.701,-1.834,5606.57,-3.486,451.846736,90.76902571,-25.14771112,6.388652991,-0.210217204,0.923878145,0.0902407,215.2656719,-14.73055806,43.57025052,56.36104278,6.55652,225.6423705,-15.73865567,-23.54947829
Driver,115.5959198,6.2,3.2,-6.299212598,46.964,8.481,18.589,0.119,-3.14,171.9204098,1.4873,16.967,0.636,2856.9,-16.489,591.0143514,168.2285289,-54.51779995,5.91792064,0.042562221,1.823928208,0.074606,285.991789,-44.35822879,50.2378296,69.88496975,8.23474,298.1569867,-47.66461556,-142.4748195
Driver,97.48792054,-3.511,-4.544,4.763779528,47.91,-7.721,19.078,1.345,5.889,130.7294649,1.341,15.268,0.289,5113.33,16.348,369.6107739,103.098611,50.34963625,181.3805997,42.09958643,-3.308125784,6.57822,178.4923313,40.56326413,47.97509109,54.36776874,6.40822,186.9405994,45.01221738,119.0579782
Driver,99.34457767,-7.463,-2.433,9.251968504,47.198,-9.401,10.583,0.13,2.562,147.4742752,1.4845,8.518,-0.169,3055.0,5.225,461.0856124,65.02143868,9.968885765,4.945974121,-0.011339874,0.754102605,0.0700416,231.6210451,8.520972238,31.6390201,59.73365022,5.90986,256.3599595,10.42607124,27.61098792
Driver,104.0488547,5.9,2.5,-7.559055118,48.837,7.654,18.888,0.654,-1.846,151.9868468,1.4607,16.756,1.069,3250.0,-6.914,511.3835472,140.0894511,-12.12817869,5.841439076,0.102213415,1.777834802,0.083276,250.9274576,-12.13859451,48.48187277,65.69157606,7.598493,264.0748777,-13.39833981,-50.43727785
Driver,89.97852541,0.136,5.509,-0.157480315,55.058,5.604,6.204,-8.8,-14.309,122.4740515,1.3611,5.354,-6.748,2690.0,-30.935,217.6019714,12.91502787,-38.49805379,6.198966909,-0.757727626,0.572888095,0.105295972,123.642912,-27.71334467,10.55452246,73.4466438,2.732665168,178.0672353,-46.28733731,-40.08788666
Driver,82.06424481,-4.571,4.134,4.566929134,58.3,1.304,27.673,0.96,-3.174,105.0369094,1.2799,21.321,1.665,6647.62,-4.183,276.6928835,85.82472845,1.320629276,6.137836061,0.169188943,2.429790069,0.131706,142.1920479,-1.01934026,47.44916554,54.74443425,5.595352,149.0983128,-1.219241293,-15.45085499
Driver,102.4427344,-0.879,2.726,1.102362205,45.279,1.856,13.85,-0.17,-2.897,150.6319345,1.4704,11.981,0.21,2851.65,-10.923,489.5280853,90.51691862,-24.15402256,5.406858106,0.011411213,1.165166032,0.0759042,247.3051115,-20.62133035,37.44468451,61.85754675,6.54818,261.0350417,-22.89083945,-64.57336128
Driver,93.67394417,0.414,-0.97,-0.511811024,47.669,-0.593,21.238,0.294,1.264,129.6559592,1.3841,17.789,0.07,4447.45,3.311,394.4622,115.0085888,8.614084168,5.988276582,0.012097759,1.959224005,0.100885,195.2854255,6.60193024,48.87149048,60.55575485,6.72898,200.2774498,6.874216546,19.09042678
Driver,101.4070329,-4.034,3.53,5.236220472,47.967,-0.114,13.899,5.469,1.938,144.0034449,1.42,11.813,5.235,3000.0,1.214,461.3219534,84.38508057,44.10416513,5.754412588,0.526139757,1.216417274,0.084585,233.4561171,23.55151386,37.23768593,60.57425064,6.357387,255.6417063,25.98771479,6.783585668
Driver,88.12186829,0.7,-7.5,-0.826771654,47.799,-7.062,19.338,-3.665,3.977,125.4010827,1.423,16.37,-4.335,3780.0,7.336,379.9528337,93.06388135,-13.00139866,5.91852106,-0.437962119,1.756634388,0.102318,193.3611369,-2.383883138,43.24335293,58.45611404,6.244051,208.8078375,-1.826706402,36.71274078
Driver,106.531854,-0.5,7.3,0.787401575,52.429,6.73,7.489,-8.833,-16.133,134.2378758,1.2601,6.59,-6.998,2700.0,-6.172,349.5361548,31.57661055,-49.34679045,5.806652864,-0.712585474,0.676237028,0.090121,184.9994637,-28.72032714,19.43933749,64.31209759,4.349692,225.9520686,-36.55890722,-18.72086254
Driver,75.62186829,-4.222,5.534,3.937007874,55.545,2.631,24.159,10.397,4.863,102.6471904,1.3574,20.205,9.646,4090.0,7.368,276.7504795,73.76635743,53.83597278,5.907057626,1.001758992,2.181691721,0.128034,146.4590752,32.48101466,41.99653724,54.59301627,5.324993,160.854145,36.23547265,24.27655271
Driver,117.0969041,1.7,-4.838,-2.283464567,43.496,-3.045,11.766,-2.257,2.581,166.0406228,1.418,9.832,-2.763,3293.07,2.575,565.2853698,109.2803958,-18.03757937,5.690928286,-0.272234405,1.005257878,0.072014893,272.9123428,-6.541433202,42.25366621,62.16584399,7.299473877,291.1037198,-6.585966531,19.85419633
Driver,101.4428239,-2.811,3.446,3.818897638,42.825,0.409,11.464,2.511,-0.935,151.4681013,1.4932,9.434,2.647,3061.32,-3.708,488.9264445,77.99505235,13.22885125,6.066444846,0.276571546,1.030836467,0.0840811,243.7175834,3.971037647,35.06942545,60.14856596,6.33318,258.0040819,3.788191853,-21.86152857
Driver,88.86005727,2.7,-6.9,-3.188976378,52.077,-4.813,15.786,-2.46,4.44,125.9070777,1.4169,13.508,-3.331,3010.0,9.646,371.2911431,67.8627401,-6.162226408,5.687666869,-0.321206175,1.372296274,0.096343,195.0183847,1.962511253,34.29656266,58.82524898,5.58015,218.9025538,3.728468767,39.87001174
Driver,86.26968504,-3.861,-2.613,6.535433071,43.613,-6.674,16.41,2.715,5.328,120.6601199,1.3986,11.685,1.423,5852.2,40.487,269.1879423,44.2418409,51.68889576,144.6087602,42.00979178,0.870694855,4.0391,146.2201442,42.80034361,27.51160339,61.19983061,4.10101,169.9197044,54.33712065,117.9450918
Driver,91.4571403,-1.976,-3.303,2.440944882,47.176,-5.136,12.214,-3.234,0.069,134.1003042,1.4663,10.525,-3.243,2250.0,0.178,374.2185728,49.65630696,-20.76862733,6.26526895,-0.354227593,1.166388516,0.0983502,202.0049866,-11.23011097,25.50362736,64.76308332,4.92743,235.9821655,-13.08505535,0.593358374
Driver,98.03820687,-0.92,-0.646,1.102362205,51.906,-1.367,16.082,1.237,1.883,141.8170634,1.4465,12.647,0.842,4865.13,19.472,419.9079829,95.88205491,55.82064271,199.2392462,36.98784014,8.628313106,5.89475,209.5034417,40.06442762,41.95631978,60.0729359,6.36151,224.4345321,44.27700997,111.1147134
Driver,98.384932,1.114,6.487,-1.377952756,49.571,7.436,12.365,2.224,-4.263,141.9948998,1.4433,9.486,3.338,4341.46,-20.406,425.7734804,74.35304568,-24.85009433,5.947539946,0.322805032,1.022320519,0.0880663,210.0931245,-26.29137929,37.3208124,56.37616367,6.02636,220.2428755,-29.30073414,-115.1505638
Driver,93.62920544,1.242,-2.261,-1.535433071,47.868,-1.137,18.146,6.228,8.489,136.9919918,1.4631,15.67,4.91,3780.0,14.959,428.0920354,106.4120309,71.9235519,5.874246738,0.520152554,1.667987606,0.09254,213.7269995,47.55737648,44.72673769,60.21752303,6.684271,228.5136014,52.39388271,88.64522735
Driver,95.55968146,-10.467,-6.807,12.28346457,50.882,-15.448,6.775,-0.699,6.109,146.177747,1.5297,4.82,-1.392,3010.0,19.343,393.1014995,30.99721885,18.60561159,6.285507027,-0.135149198,0.54218571,0.0892829,200.2726015,18.58344653,18.98328673,63.9882016,4.52699,237.4848908,26.9518681,70.26633968
Driver,98.51914817,-2.028,-2.221,2.716535433,53.99,-3.695,18.931,-0.322,1.899,131.6600304,1.3364,13.595,-0.83,6998.26,23.019,356.90618,92.91589234,58.3556998,167.9651346,48.20650345,4.617291472,5.93131,171.6178479,50.49367091,50.44459967,58.33727168,6.14402,176.9683188,53.80037799,158.5930333
Driver,89.22691482,-1.057,2.167,1.377952756,50.016,1.28,34.597,10.782,8.615,101.3801897,1.1362,27.116,8.61,7740.0,7.838,260.1135684,100.8563191,47.5507215,5.387500474,0.822150838,2.7910014,0.1255112,131.5907112,29.03678749,52.84388843,56.93762065,5.785205986,134.282405,29.71798958,28.4849192
Driver,97.29554402,-1.533,4.309,1.88976378,46.752,2.867,14.321,-1.619,-5.928,141.0135558,1.4493,12.424,-0.882,2840.0,-20.121,429.3216495,74.56525095,-43.43237643,6.122375123,-0.113518989,1.361405425,0.0921048,222.6525246,-35.77581397,33.82896249,61.14161262,5.89956,238.1896538,-40.52388871,-97.16632231
Driver,100.2438261,-4.866,-8.918,6.535433071,46.466,-13.558,11.95,-2.001,6.918,131.3918218,1.3107,9.376,-3.087,3636.11,14.113,364.655372,54.39593931,6.424416093,194.5560766,11.30939154,-3.714036759,5.23846,188.2823224,10.33500451,29.83021184,62.35338742,4.99846,214.9989621,14.51622095,61.3324431
Driver,108.7687903,2.722,-2.374,-3.543307087,46.449,0.217,18.143,2.611,4.985,159.253087,1.4641,15.99,1.878,3580.0,10.262,534.7944245,152.2747227,53.06387498,5.276439563,0.181210697,1.531140348,0.071418,257.1936868,36.07041199,50.66677732,66.74313938,7.886503,268.0040284,38.3642984,83.11721773
Driver,105.3641732,2.836,3.359,-3.385826772,54.245,5.403,14.945,5.459,2.1,156.1374821,1.4819,13.467,5.194,2326.98,6.253,518.9758962,101.54562,60.34596852,6.360535998,0.581721259,1.543166479,0.0867833,265.9629509,36.23423163,37.91954633,65.57170971,6.75029,289.3480412,40.40917432,36.69831056
Driver,94.00724767,-2.843,8.362,3.700787402,53.782,6.278,21.587,0.316,-8.046,125.4044381,1.334,18.474,1.434,4090.0,-10.112,378.145333,106.7616058,-12.96304191,6.2467319,0.140429454,2.112715417,0.109506693,190.2119426,-13.02629029,46.97659305,59.56947078,6.486457564,202.5953303,-14.65922783,-53.31350038
Driver,55.87643164,-2.521,0.992,2.244094488,64.347,-0.22,27.595,-1.418,-2.41,73.27823014,1.3115,22.357,-0.944,3820.0,-3.391,150.4821102,36.83961176,-3.768958551,4.961472817,-0.086398916,1.997427426,0.152759043,86.72618861,-2.79567661,34.24450726,48.0053761,3.609238092,104.0716925,-3.57071086,-4.101634993
Driver,94.85280959,-2.812,2.034,3.937007874,47.029,-0.589,7.503,-0.745,-2.779,134.9384843,1.4226,5.177,-0.113,3228.92,3.065,325.875495,25.423498,4.017673295,188.8221907,4.540054741,-5.92546521,4.31512,171.7877767,3.697192225,16.50202703,71.71344143,3.79512,216.477663,5.788005701,12.10772995
Driver,81.88752684,-6.6,-2.2,4.645669291,66.288,-5.697,32.703,-0.043,2.207,104.0083661,1.2701,28.01,-0.374,4850.68,2.253,280.8607407,111.8301113,2.057640362,5.739985263,-0.032448975,3.083146,0.131281,141.0568021,2.080018483,53.91595721,59.35872122,6.115226,147.2759064,2.230316493,9.001860679
Driver,80.33285612,-3.932,-6.231,3.937007874,60.848,-8.428,21.358,1.145,7.376,93.02500895,1.158,17.341,-0.124,3870.0,10.303,223.5188321,46.50207613,7.624744217,5.34085242,0.001842863,1.659151362,0.1252296,123.2688529,7.321668118,33.33335493,52.0601474,4.325570209,143.2067817,9.556892348,22.76387771
Driver,101.158733,-2.896,4.013,3.976377953,42.029,0.796,11.93,0.576,-3.437,151.0589656,1.4933,10.211,0.986,2649.13,-12.898,473.7031491,72.1613324,-18.18076659,5.906348982,0.091020282,1.078238588,0.082194,242.5434798,-18.14743897,32.01708498,62.56272047,6.01131,260.2541398,-21.13778556,-66.92029347
Driver,93.6023622,-2.335,2.059,3.188976378,46.316,-0.173,10.665,1.774,-0.285,133.0066661,1.421,8.796,1.816,2470.0,-0.809,359.8470262,41.06096394,10.38934959,5.709182215,0.180258591,0.886129106,0.089885204,192.5809506,5.245972344,22.89316381,63.96465414,4.659188698,230.7077135,6.104900413,-2.571790705
Driver,101.2817645,4.6,-7.8,-5.31496063,53.838,-4.981,11.722,6.274,14.186,91.94814782,0.9079,10.144,2.843,3250.0,52.136,130.2514364,13.15659347,17.02391077,5.656187204,0.337829768,0.969006383,0.129786,78.41768357,15.91069484,15.02235333,61.20892704,2.224525,117.8488715,30.33416078,36.24763798
Driver,117.9357552,6.903,-0.465,-8.228346457,53.569,4.662,15.334,-3.202,-2.737,162.6530064,1.3792,14.262,-2.844,1820.0,-11.45,539.8254194,105.6684636,-50.06192167,6.307981549,-0.3223433,1.618197236,0.0828214,281.6302956,-34.76052872,36.71445254,69.87775063,6.68067,308.3859872,-39.90408403,-62.55291343
Driver,96.10773085,5.3,-5.5,-6.535433071,52.367,-1.5,13.949,-4.961,0.698,127.5518969,1.3272,12.917,-5.048,1311.62,4.82,322.8280175,45.993254,-24.87045802,5.266375448,-0.460854585,1.197506854,0.087495,184.3445539,-12.94211087,23.57667929,71.73769288,4.309835,229.0097504,-15.2932706,9.865777668
Driver,92.23335719,6.1,4.5,-8.031496063,53.892,9.084,2.491,-2.332,-6.832,112.6565855,1.2214,3.247,-1.237,1800.0,-13.132,116.5803524,3.725118582,-3.887512714,5.612517047,-0.130219374,0.303202593,0.103137,71.16017734,-3.111531881,4.784459218,85.70863762,1.48949,135.1628484,-7.404215459,-4.72820057
Driver,99.49221546,-0.4,0.4,0.511811024,57.3,-0.475,15.071,-0.04,-0.429,147.0501521,1.478,12.215,0.229,4170.0,-0.952,466.1744285,111.5369798,-2.629332054,5.578193629,0.002686873,1.234449107,0.080574,224.9948683,-2.042964917,46.85429664,59.91654731,7.005915,237.3772921,-2.245137487,-8.82650856
Driver,75.58607731,-1.446,-2.297,2.047244094,45.953,-3.695,14.935,7.491,9.788,109.175689,1.4444,12.284,5.839,3360.0,20.779,270.1572608,40.62584803,46.11693555,5.530444924,0.584429137,1.201532621,0.107594138,147.5356258,32.82369965,27.07574985,56.34337045,4.335014312,175.2805234,42.31263087,54.0607899
Driver,99.57050823,-2.498,-3.529,3.74015748,47.151,-5.848,12.286,-4.959,-1.43,141.3886901,1.42,10.034,-4.736,3176.42,-1.906,418.6031261,67.53798125,-39.08220676,216.8877438,-22.41480361,0.615352724,5.51833,217.6568223,-22.50854448,30.76286175,65.4365646,5.54627,247.284613,-26.10382196,-13.67182228
Driver,89.56021832,2.509,1.132,-3.070866142,49.968,3.242,10.019,-4.284,-5.416,133.2625716,1.488,8.851,-3.427,1907.46,-27.726,299.5279267,29.55599287,-35.33964683,6.091725543,-0.384478026,0.93962847,0.095702,169.6635508,-27.88488678,17.23196626,73.50054825,3.700762,220.4841451,-41.98591929,-53.49299415
Driver,106.5877774,0.485,6.959,-0.62992126,46.533,7.419,10.329,8.619,1.66,158.5676897,1.4877,8.53,8.311,2872.17,-0.12,517.3595559,76.67801958,73.65828848,6.046362849,0.873901194,0.922657854,0.079835702,257.2482596,36.9446722,33.81036444,61.55048683,6.375907268,283.2579743,40.65553985,-0.72631653
Driver,99.75393701,0.519,3.606,-0.708661417,48.031,4.072,16.091,4.984,1.378,147.2393969,1.476,13.553,4.75,3725.66,-1.206,480.2848035,114.8981852,35.07257691,5.977368129,0.493636877,1.464988708,0.086701,234.938632,16.71627376,45.8347735,61.50194552,7.096767,249.1020858,17.5979325,-8.24003127
Driver,99.2662849,1.267,8.013,-1.653543307,49.36,9.101,11.743,-0.429,-8.441,142.6570329,1.4371,10.306,0.763,2625.41,-24.724,406.1814306,55.6837748,-30.98672652,5.876155887,0.058217367,1.072602584,0.086678,214.6329227,-30.15692165,27.39731019,63.53051302,5.223962,247.6251093,-40.30100516,-98.95214236
Driver,94.89754832,2.387,1.492,-3.149606299,43.347,4.023,11.947,2.573,1.082,141.0945329,1.4868,10.819,2.443,1590.0,6.34,381.552128,49.00433545,22.2621936,6.174480817,0.267409802,1.177617382,0.0920745,211.0583344,14.87442822,23.38573092,71.93209703,4.6897,242.5507555,17.98641995,17.66045084
Driver,27.78274875,-1.3,-1.5,1.338582677,65.839,-2.353,33.085,-2.291,-0.791,29.95190587,1.078,27.835,-2.258,3040.0,-0.707,26.58440059,7.065947783,-0.990062939,2.598832429,-0.099662688,1.189106609,0.203448,16.73598484,-0.651937572,30.38509305,27.24298342,1.387568,25.20579546,-0.986780462,0.022364426
Driver,95.08097709,-2.18,2.635,2.559055118,51.347,0.89,19.504,7.754,5.119,135.135111,1.4213,16.837,7.08,3680.22,12.819,424.1372156,111.0026309,81.15362571,6.176038842,0.77764703,1.898131616,0.0992165,212.3173022,50.92894114,45.741064,60.97971582,6.76225,219.6429992,53.308664,75.40633149
Driver,98.5392806,5.1,5.3,-6.968503937,48.38,9.854,11.815,-4.614,-9.914,144.9581693,1.4711,10.942,-3.071,2270.0,-47.159,340.6076857,42.92447538,-59.65566026,5.766894426,-0.341752078,1.108038819,0.083857,188.2565792,-51.46238348,22.82919047,69.7852077,4.190549,228.8873366,-72.89716599,-125.0612481
Driver,117.3362563,2.6,0.0,-2.244094488,59.113,0.864,12.855,-0.021,0.149,165.1615068,1.4076,11.163,-0.071,2780.0,-23.182,533.1918511,95.87990747,-61.6488345,3.456575074,-0.009102441,0.686654522,0.043948,266.2126232,-50.86409102,37.56004218,62.92246458,6.738391,289.0786575,-59.63819438,-151.6207293
Driver,69.71411954,-0.748,-6.301,0.708661417,55.3,-6.82,17.473,14.78,21.082,75.846233,1.088,14.453,10.992,3560.0,35.771,120.3673405,17.51093987,30.03696624,5.179180714,1.027879342,1.280235841,0.146604,72.51955,21.99893225,20.70493687,51.9272636,2.53704723,101.3313322,33.94516626,25.25838254
